suite_name,run_id,probe_index,step,curvature,score_scale_charge_mismatch,threshold_scale_charge_mismatch,z_score_scale_charge_mismatch,triggered_scale_charge_mismatch,symmetry_score,symmetry_threshold,symmetry_z_score,symmetry_triggered
toy_sanity,seed0_lr0.0100_scale1.25,1,20,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,2,30,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,3,40,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,4,50,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,5,60,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,6,70,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,7,80,5.874786011615525,9.808857149172444e-17,0.01,,False,9.808857149172444e-17,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,8,90,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,9,100,5.874786011615525,9.808993727942078e-17,0.01,,False,9.808993727942078e-17,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,10,110,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,11,120,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,12,130,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0100_scale1.25,13,140,5.874786011615525,9.808995046707557e-17,0.01,,False,9.808995046707557e-17,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,0,10,2.124887415052363,5.921765724276964e-17,0.01,,False,5.921765724276964e-17,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,1,20,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,2,30,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,3,40,2.124887415052363,8.090491123849633e-17,0.01,,False,8.090491123849633e-17,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,4,50,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,5,60,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,6,70,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,7,80,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,8,90,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,9,100,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,10,110,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,11,120,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,12,130,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale0.75,13,140,2.124887415052363,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,0,10,5.874786011615525,6.873029182780741e-17,0.01,,False,6.873029182780741e-17,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,1,20,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,2,30,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,3,40,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,4,50,5.874786011615525,9.808994994804683e-17,0.01,,False,9.808994994804683e-17,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,5,60,5.874786011615525,9.808995046584304e-17,0.01,,False,9.808995046584304e-17,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,6,70,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,7,80,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,8,90,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,9,100,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,10,110,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,11,120,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,12,130,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed0_lr0.0200_scale1.25,13,140,5.874786011615525,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,0,10,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,1,20,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,2,30,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,3,40,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,4,50,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,5,60,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,6,70,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,7,80,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,8,90,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,9,100,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,10,110,1.8049650667398591,6.6752247958087e-17,0.01,,False,6.6752247958087e-17,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,11,120,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,12,130,1.8049650667398591,5.710846462517124e-17,0.01,,False,5.710846462517124e-17,0.01,,False
toy_sanity,seed1_lr0.0100_scale0.75,13,140,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,0,10,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,1,20,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,2,30,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,3,40,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,4,50,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,5,60,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,6,70,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,7,80,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,8,90,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,9,100,4.975564435502045,7.607992310363955e-17,0.01,,False,7.607992310363955e-17,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,10,110,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,11,120,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,12,130,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0100_scale1.25,13,140,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,0,10,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,1,20,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,2,30,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,3,40,1.8049650667398591,8.099324980167883e-17,0.01,,False,8.099324980167883e-17,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,4,50,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,5,60,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,6,70,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,7,80,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,8,90,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,9,100,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,10,110,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,11,120,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,12,130,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale0.75,13,140,1.8049650667398591,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,0,10,4.975564435502045,6.991136135924031e-17,0.01,,False,6.991136135924031e-17,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,1,20,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,2,30,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,3,40,4.975564435502045,7.611138713057819e-17,0.01,,False,7.611138713057819e-17,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,4,50,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,5,60,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,6,70,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,7,80,4.975564435502045,7.607603539498892e-17,0.01,,False,7.607603539498892e-17,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,8,90,4.975564435502045,0.0,0.01,,False,0.0,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,9,100,4.975564435502045,7.607603538606336e-17,0.01,,False,7.607603538606336e-17,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,10,110,4.975564435502045,7.607603538606336e-17,0.01,,False,7.607603538606336e-17,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,11,120,4.975564435502045,7.607603538606336e-17,0.01,,False,7.607603538606336e-17,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,12,130,4.975564435502045,7.607603538606336e-17,0.01,,False,7.607603538606336e-17,0.01,,False
toy_sanity,seed1_lr0.0200_scale1.25,13,140,4.975564435502045,7.607603538606336e-17,0.01,,False,7.607603538606336e-17,0.01,,False
